listCategories,100,19,5,43,4,366,0.0,1.2180564690979074,0.7339266029623134
listMovieByCategory,100,36,23,63,13,410,0.0,1.223301445942309,43.31126245856067
viewCart,100,20,14,38,4,257,0.0,1.2241400416207613,1.9366278002203452
searchMovie,100,7460,7941,9098,1652,10440,0.0,1.200019200307205,47.6702939747036
searchUser,100,66,32,171,14,352,0.0,1.2649261283141064,63.2685414453046
signInUser,100,13,6,20,4,104,0.0,1.266351767193891,1.0870343782846
TOTAL,600,1269,21,7220,4,10440,0.0,7.158708568974157,152.94626298634478
