listCategories,100,19,5,45,4,376,0.0,1.4737959087425574,0.8880196051700759
listMovieByCategory,100,38,26,87,13,211,0.0,1.4816570852841817,53.24480875974189
viewCart,100,25,15,46,5,338,0.0,1.483041421346898,2.34621787361521
searchMovie,100,6188,6294,8466,1742,9147,0.0,1.4459015919376526,51.089873741161924
searchUser,100,56,32,133,13,287,0.0,1.4979029358897544,74.4300947423607
signInUser,100,17,15,32,3,206,0.0,1.5004651441947003,1.287996935299943
TOTAL,600,1057,22,5910,3,9147,0.0,8.613635384814161,178.01908481021292
