timeStamp,elapsed,label,responseMessage
1354375318370,10,listCategories,OK
1354375318374,19,viewCart,OK
1354375318497,6,listCategories,OK
1354375318392,111,listMovieByCategory,OK
1354375318563,13,viewCart,OK
1354375318523,65,listMovieByCategory,OK
1354375318572,32,listCategories,OK
1354375318619,72,viewCart,OK
1354375318620,115,listMovieByCategory,OK
1354375318771,30,listCategories,OK
1354375318768,20,viewCart,OK
1354375318699,27,listCategories,OK
1354375318826,64,listMovieByCategory,OK
1354375318823,81,listMovieByCategory,OK
1354375318924,40,viewCart,OK
1354375318911,85,viewCart,OK
1354375318979,4426,searchMovie,OK
1354375317944,5564,searchMovie,OK
1354375323527,236,searchUser,OK
1354375323425,347,searchUser,OK
1354375323796,10,signInUser,OK
1354375323796,24,signInUser,OK
1354375323842,7,listCategories,OK
1354375323842,7,listCategories,OK
1354375318046,5836,searchMovie,OK
1354375318167,5740,searchMovie,OK
1354375323878,107,listMovieByCategory,OK
1354375323879,89,listMovieByCategory,OK
1354375323939,46,searchUser,OK
1354375324042,18,viewCart,OK
1354375324044,16,viewCart,OK
1354375323910,171,searchUser,OK
1354375324129,40,signInUser,OK
1354375324043,221,signInUser,OK
1354375324189,90,listCategories,OK
1354375324279,18,listCategories,OK
1354375324295,31,listMovieByCategory,OK
1354375324346,14,viewCart,OK
1354375324332,46,listMovieByCategory,OK
1354375324398,109,viewCart,OK
1354375319012,5773,searchMovie,OK
1354375324804,121,searchUser,OK
1354375324945,15,signInUser,OK
1354375324978,4,listCategories,OK
1354375325000,62,listMovieByCategory,OK
1354375325080,16,viewCart,OK
1354375318823,6618,searchMovie,OK
1354375325460,27,searchUser,OK
1354375325508,16,signInUser,OK
1354375325540,15,listCategories,OK
1354375325571,33,listMovieByCategory,OK
1354375325623,31,viewCart,OK
1354375318452,7485,searchMovie,OK
1354375318590,7373,searchMovie,OK
1354375318324,7668,searchMovie,OK
1354375326003,27,searchUser,OK
1354375326063,6,signInUser,OK
1354375326156,4,listCategories,OK
1354375326020,42,searchUser,OK
1354375326175,19,listMovieByCategory,OK
1354375326192,7,signInUser,OK
1354375326020,195,searchUser,OK
1354375326232,6,viewCart,OK
1354375326267,18,listCategories,OK
1354375326278,37,signInUser,OK
1354375326330,6,listCategories,OK
1354375326303,29,listMovieByCategory,OK
1354375326361,6,viewCart,OK
1354375326361,34,listMovieByCategory,OK
1354375326412,16,viewCart,OK
1354375318718,8183,searchMovie,OK
1354375326918,72,searchUser,OK
1354375327008,17,signInUser,OK
1354375327039,15,listCategories,OK
1354375327070,26,listMovieByCategory,OK
1354375327116,18,viewCart,OK
1354375324376,6162,searchMovie,OK
1354375330555,189,searchUser,OK
1354375325669,5107,searchMovie,OK
1354375330814,6,signInUser,OK
1354375330813,26,searchUser,OK
1354375330834,23,listCategories,OK
1354375330858,18,signInUser,OK
1354375324107,6920,searchMovie,OK
1354375330893,134,listCategories,OK
1354375331056,28,searchUser,OK
1354375331110,7,signInUser,OK
1354375331066,38,listMovieByCategory,OK
1354375330872,219,listMovieByCategory,OK
1354375331145,5,listCategories,OK
1354375331144,34,viewCart,OK
1354375331165,88,listMovieByCategory,OK
1354375331147,140,viewCart,OK
1354375331272,393,viewCart,OK
1354375326444,5557,searchMovie,OK
1354375326381,5787,searchMovie,OK
1354375324096,8087,searchMovie,OK
1354375326278,6291,searchMovie,OK
1354375325111,7655,searchMovie,OK
1354375327148,5630,searchMovie,OK
1354375324523,8361,searchMovie,OK
1354375331302,2429,searchMovie,OK
1354375331193,2583,searchMovie,OK
1354375514158,366,listCategories,OK
1354375514259,266,listCategories,OK
1354375514461,64,listCategories,OK
1354375514360,167,listCategories,OK
1354375514529,71,listMovieByCategory,OK
1354375514564,60,listCategories,OK
1354375514604,49,viewCart,OK
1354375514531,110,listMovieByCategory,OK
1354375514532,121,listMovieByCategory,OK
1354375514531,139,listMovieByCategory,OK
1354375514629,68,listMovieByCategory,OK
1354375514665,33,listCategories,OK
1354375514663,49,viewCart,OK
1354375514660,36,viewCart,OK
1354375514679,39,viewCart,OK
1354375514704,29,viewCart,OK
1354375514762,49,listCategories,OK
1354375514704,156,listMovieByCategory,OK
1354375514862,51,listCategories,OK
1354375514816,133,listMovieByCategory,OK
1354375514956,36,viewCart,OK
1354375514961,29,listCategories,OK
1354375514872,150,viewCart,OK
1354375514995,75,listMovieByCategory,OK
1354375514917,191,listMovieByCategory,OK
1354375515061,64,listCategories,OK
1354375515077,113,viewCart,OK
1354375515118,127,viewCart,OK
1354375515129,170,listMovieByCategory,OK
1354375515306,67,viewCart,OK
1354375515377,3841,searchMovie,OK
1354375519282,171,searchUser,OK
1354375519465,161,signInUser,OK
1354375519633,15,listCategories,OK
1354375514657,4996,searchMovie,OK
1354375519654,65,listMovieByCategory,OK
1354375519729,31,viewCart,OK
1354375519662,129,searchUser,OK
1354375519802,25,signInUser,OK
1354375519834,12,listCategories,OK
1354375519853,113,listMovieByCategory,OK
1354375519975,95,viewCart,OK
1354375514717,6066,searchMovie,OK
1354375520793,74,searchUser,OK
1354375514737,6164,searchMovie,OK
1354375520910,35,searchUser,OK
1354375520882,63,signInUser,OK
1354375520958,32,listCategories,OK
1354375520958,50,signInUser,OK
1354375520997,29,listMovieByCategory,OK
1354375521015,38,listCategories,OK
1354375521037,24,viewCart,OK
1354375521059,73,listMovieByCategory,OK
1354375521141,70,viewCart,OK
1354375515026,6690,searchMovie,OK
1354375521726,79,searchUser,OK
1354375521819,33,signInUser,OK
1354375521859,20,listCategories,OK
1354375521886,33,listMovieByCategory,OK
1354375521928,24,viewCart,OK
1354375514725,8767,searchMovie,OK
1354375523501,57,searchUser,OK
1354375523569,16,signInUser,OK
1354375514722,8866,searchMovie,OK
1354375514995,8597,searchMovie,OK
1354375523592,19,listCategories,OK
1354375523618,45,listMovieByCategory,OK
1354375523605,79,searchUser,OK
1354375523601,113,searchUser,OK
1354375523697,23,signInUser,OK
1354375523673,96,viewCart,OK
1354375523725,55,signInUser,OK
1354375523728,60,listCategories,OK
1354375523787,15,listCategories,OK
1354375523809,25,listMovieByCategory,OK
1354375523794,93,listMovieByCategory,OK
1354375523843,52,viewCart,OK
1354375523896,58,viewCart,OK
1354375519769,4718,searchMovie,OK
1354375524497,177,searchUser,OK
1354375524686,13,signInUser,OK
1354375524707,12,listCategories,OK
1354375515249,9551,searchMovie,OK
1354375524728,86,listMovieByCategory,OK
1354375524825,14,viewCart,OK
1354375524811,82,searchUser,OK
1354375524905,89,signInUser,OK
1354375515194,9820,searchMovie,OK
1354375525000,19,listCategories,OK
1354375525030,184,listMovieByCategory,OK
1354375525224,21,viewCart,OK
1354375525027,240,searchUser,OK
1354375525309,110,signInUser,OK
1354375525425,15,listCategories,OK
1354375525446,33,listMovieByCategory,OK
1354375525492,64,viewCart,OK
1354375520076,6323,searchMovie,OK
1354375526409,126,searchUser,OK
1354375526545,13,signInUser,OK
1354375526564,22,listCategories,OK
1354375521217,5417,searchMovie,OK
1354375526592,66,listMovieByCategory,OK
1354375526645,44,searchUser,OK
1354375526772,35,viewCart,OK
1354375526781,35,signInUser,OK
1354375526831,73,listCategories,OK
1354375526910,57,listMovieByCategory,OK
1354375526992,33,viewCart,OK
1354375521069,6117,searchMovie,OK
1354375527196,134,searchUser,OK
1354375527341,42,signInUser,OK
1354375527389,21,listCategories,OK
1354375527416,31,listMovieByCategory,OK
1354375527457,92,viewCart,OK
1354375521959,5913,searchMovie,OK
1354375527882,38,searchUser,OK
1354375527931,38,signInUser,OK
1354375527975,32,listCategories,OK
1354375528013,71,listMovieByCategory,OK
1354375528094,32,viewCart,OK
1354375524867,4647,searchMovie,OK
1354375529522,192,searchUser,OK
1354375529724,36,signInUser,OK
1354375529766,43,listCategories,OK
1354375529815,40,listMovieByCategory,OK
1354375529863,44,viewCart,OK
1354375523901,7857,searchMovie,OK
1354375531767,88,searchUser,OK
1354375523786,8111,searchMovie,OK
1354375531866,39,signInUser,OK
1354375531911,38,listCategories,OK
1354375531905,56,searchUser,OK
1354375531960,55,listMovieByCategory,OK
1354375531974,49,signInUser,OK
1354375532029,21,viewCart,OK
1354375532031,26,listCategories,OK
1354375532064,38,listMovieByCategory,OK
1354375532120,91,viewCart,OK
1354375527555,5034,searchMovie,OK
1354375532598,28,searchUser,OK
1354375532636,22,signInUser,OK
1354375532665,32,listCategories,OK
1354375532703,33,listMovieByCategory,OK
1354375532745,46,viewCart,OK
1354375527031,5822,searchMovie,OK
1354375528135,4900,searchMovie,OK
1354375526814,6252,searchMovie,OK
1354375532864,198,searchUser,OK
1354375533043,49,searchUser,OK
1354375533077,25,signInUser,OK
1354375533074,39,searchUser,OK
1354375533108,26,listCategories,OK
1354375533123,16,signInUser,OK
1354375533103,35,signInUser,OK
1354375533175,46,listCategories,OK
1354375533174,55,listCategories,OK
1354375533235,24,listMovieByCategory,OK
1354375533227,44,listMovieByCategory,OK
1354375533172,105,listMovieByCategory,OK
1354375533271,23,viewCart,OK
1354375533281,34,viewCart,OK
1354375533286,49,viewCart,OK
1354375523960,9716,searchMovie,OK
1354375533685,38,searchUser,OK
1354375533733,32,signInUser,OK
1354375533771,35,listCategories,OK
1354375533812,37,listMovieByCategory,OK
1354375533931,38,viewCart,OK
1354375529913,4128,searchMovie,OK
1354375534050,51,searchUser,OK
1354375534114,22,signInUser,OK
1354375534142,45,listCategories,OK
1354375534193,22,listMovieByCategory,OK
1354375525252,8977,searchMovie,OK
1354375534225,16,viewCart,OK
1354375534238,47,searchUser,OK
1354375534295,74,signInUser,OK
1354375534375,48,listCategories,OK
1354375534429,45,listMovieByCategory,OK
1354375534518,75,viewCart,OK
1354375525562,10294,searchMovie,OK
1354375535864,74,searchUser,OK
1354375535948,25,signInUser,OK
1354375535979,48,listCategories,OK
1354375536033,47,listMovieByCategory,OK
1354375536099,11,viewCart,OK
1354375533322,4116,searchMovie,OK
1354375537447,54,searchUser,OK
1354375537511,79,signInUser,OK
1354375532802,4811,searchMovie,OK
1354375537622,31,searchUser,OK
1354375537598,65,listCategories,OK
1354375537672,20,listMovieByCategory,OK
1354375537701,24,viewCart,OK
1354375537665,73,signInUser,OK
1354375537744,61,listCategories,OK
1354375537813,33,listMovieByCategory,OK
1354375537855,14,viewCart,OK
1354375533301,5790,searchMovie,OK
1354375539100,47,searchUser,OK
1354375539157,27,signInUser,OK
1354375539190,11,listCategories,OK
1354375539207,150,listMovieByCategory,OK
1354375539366,29,viewCart,OK
1354375533341,6373,searchMovie,OK
1354375533975,5896,searchMovie,OK
1354375539723,250,searchUser,OK
1354375539890,124,searchUser,OK
1354375540028,66,signInUser,OK
1354375540019,78,signInUser,OK
1354375540103,11,listCategories,OK
1354375540100,18,listCategories,OK
1354375540124,44,listMovieByCategory,OK
1354375540119,71,listMovieByCategory,OK
1354375540177,25,viewCart,OK
1354375540218,12,viewCart,OK
1354375532217,9055,searchMovie,OK
1354375541281,35,searchUser,OK
1354375541325,22,signInUser,OK
1354375541353,99,listCategories,OK
1354375541457,29,listMovieByCategory,OK
1354375541498,43,viewCart,OK
1354375537875,4095,searchMovie,OK
1354375541979,36,searchUser,OK
1354375534274,7756,searchMovie,OK
1354375542033,16,signInUser,OK
1354375542039,31,searchUser,OK
1354375542056,37,listCategories,OK
1354375542080,23,signInUser,OK
1354375532057,10054,searchMovie,OK
1354375542099,28,listMovieByCategory,OK
1354375542137,23,viewCart,OK
1354375542109,69,listCategories,OK
1354375542121,68,searchUser,OK
1354375542184,24,listMovieByCategory,OK
1354375542199,16,signInUser,OK
1354375542222,10,listCategories,OK
1354375542217,25,viewCart,OK
1354375542238,42,listMovieByCategory,OK
1354375542289,35,viewCart,OK
1354375537731,5272,searchMovie,OK
1354375543049,36,searchUser,OK
1354375543096,22,signInUser,OK
1354375543123,11,listCategories,OK
1354375543140,40,listMovieByCategory,OK
1354375543191,22,viewCart,OK
1354375536116,8040,searchMovie,OK
1354375544166,167,searchUser,OK
1354375544343,12,signInUser,OK
1354375544361,11,listCategories,OK
1354375544378,60,listMovieByCategory,OK
1354375544447,26,viewCart,OK
1354375534599,10181,searchMovie,OK
1354375539400,5469,searchMovie,OK
1354375544879,93,searchUser,OK
1354375544790,195,searchUser,OK
1354375544996,23,signInUser,OK
1354375544999,25,signInUser,OK
1354375545033,12,listCategories,OK
1354375545025,30,listCategories,OK
1354375545050,29,listMovieByCategory,OK
1354375545060,40,listMovieByCategory,OK
1354375545089,20,viewCart,OK
1354375545109,23,viewCart,OK
1354375540236,5118,searchMovie,OK
1354375545477,35,searchUser,OK
1354375545522,22,signInUser,OK
1354375545550,47,listCategories,OK
1354375545603,38,listMovieByCategory,OK
1354375545650,50,viewCart,OK
1354375540221,6127,searchMovie,OK
1354375546360,37,searchUser,OK
1354375546407,23,signInUser,OK
1354375542248,4198,searchMovie,OK
1354375546435,18,listCategories,OK
1354375546459,43,listMovieByCategory,OK
1354375546456,59,searchUser,OK
1354375546511,24,viewCart,OK
1354375546525,31,signInUser,OK
1354375546562,109,listCategories,OK
1354375546676,30,listMovieByCategory,OK
1354375546715,63,viewCart,OK
1354375543219,5317,searchMovie,OK
1354375548546,35,searchUser,OK
1354375548594,64,signInUser,OK
1354375548664,31,listCategories,OK
1354375548701,20,listMovieByCategory,OK
1354375548730,12,viewCart,OK
1354375545706,4747,searchMovie,OK
1354375550460,98,searchUser,OK
1354375550568,35,signInUser,OK
1354375550609,45,listCategories,OK
1354375541547,9140,searchMovie,OK
1354375550660,42,listMovieByCategory,OK
1354375550711,20,viewCart,OK
1354375550695,48,searchUser,OK
1354375545116,5832,searchMovie,OK
1354375550756,197,signInUser,OK
1354375550963,50,listCategories,OK
1354375550958,67,searchUser,OK
1354375551027,18,listMovieByCategory,OK
1354375551054,13,viewCart,OK
1354375551038,32,signInUser,OK
1354375551078,17,listCategories,OK
1354375551100,77,listMovieByCategory,OK
1354375551186,21,viewCart,OK
1354375546784,4482,searchMovie,OK
1354375551289,29,searchUser,OK
1354375551328,35,signInUser,OK
1354375542330,9051,searchMovie,OK
1354375551371,19,listCategories,OK
1354375551395,18,listMovieByCategory,OK
1354375551422,14,viewCart,OK
1354375551390,57,searchUser,OK
1354375551457,52,signInUser,OK
1354375551514,20,listCategories,OK
1354375551540,19,listMovieByCategory,OK
1354375551568,22,viewCart,OK
1354375546541,5798,searchMovie,OK
1354375552408,35,searchUser,OK
1354375552453,51,signInUser,OK
1354375552509,25,listCategories,OK
1354375552541,85,listMovieByCategory,OK
1354375542166,10493,searchMovie,OK
1354375552635,58,viewCart,OK
1354375552667,46,searchUser,OK
1354375552723,77,signInUser,OK
1354375552805,97,listCategories,OK
1354375552908,37,listMovieByCategory,OK
1354375552953,24,viewCart,OK
1354375545138,8718,searchMovie,OK
1354375553863,56,searchUser,OK
1354375553929,22,signInUser,OK
1354375553957,68,listCategories,OK
1354375554030,40,listMovieByCategory,OK
1354375554079,81,viewCart,OK
1354375544479,9915,searchMovie,OK
1354375554401,60,searchUser,OK
1354375554471,22,signInUser,OK
1354375554498,55,listCategories,OK
1354375554558,41,listMovieByCategory,OK
1354375554607,14,viewCart,OK
1354375548757,6004,searchMovie,OK
1354375554769,24,searchUser,OK
1354375554803,115,signInUser,OK
1354375554924,109,listCategories,OK
1354375555038,78,listMovieByCategory,OK
1354375555127,35,viewCart,OK
1354375551075,4926,searchMovie,OK
1354375556054,208,searchUser,OK
1354375556272,21,signInUser,OK
1354375556298,45,listCategories,OK
1354375551213,5128,searchMovie,OK
1354375556382,25,searchUser,OK
1354375556349,61,listMovieByCategory,OK
1354375556419,12,viewCart,OK
1354375556417,25,signInUser,OK
1354375556448,44,listCategories,OK
1354375556497,19,listMovieByCategory,OK
1354375556539,22,viewCart,OK
1354375550737,6036,searchMovie,OK
1354375556781,35,searchUser,OK
1354375556826,42,signInUser,OK
1354375556999,22,listCategories,OK
1354375557026,56,listMovieByCategory,OK
1354375557091,11,viewCart,OK
1354375552982,4962,searchMovie,OK
1354375557953,26,searchUser,OK
1354375557990,11,signInUser,OK
1354375558020,21,listCategories,OK
1354375551595,6483,searchMovie,OK
1354375558046,47,listMovieByCategory,OK
1354375558104,12,viewCart,OK
1354375558088,48,searchUser,OK
1354375558146,30,signInUser,OK
1354375558184,33,listCategories,OK
1354375558222,29,listMovieByCategory,OK
1354375558260,11,viewCart,OK
1354375551442,8493,searchMovie,OK
1354375559944,35,searchUser,OK
1354375559989,22,signInUser,OK
1354375560016,47,listCategories,OK
1354375560068,106,listMovieByCategory,OK
1354375560182,22,viewCart,OK
1354375555168,6067,searchMovie,OK
1354375561248,209,searchUser,OK
1354375561467,22,signInUser,OK
1354375561494,22,listCategories,OK
1354375561522,19,listMovieByCategory,OK
1354375556569,4974,searchMovie,OK
1354375561557,25,searchUser,OK
1354375561554,50,viewCart,OK
1354375561593,184,signInUser,OK
1354375561783,12,listCategories,OK
1354375561800,53,listMovieByCategory,OK
1354375561862,46,viewCart,OK
1354375552699,9876,searchMovie,OK
1354375562584,37,searchUser,OK
1354375562631,21,signInUser,OK
1354375562658,20,listCategories,OK
1354375557108,5661,searchMovie,OK
1354375562684,95,listMovieByCategory,OK
1354375562789,16,viewCart,OK
1354375562779,28,searchUser,OK
1354375562817,25,signInUser,OK
1354375562848,27,listCategories,OK
1354375554626,8265,searchMovie,OK
1354375562880,55,listMovieByCategory,OK
1354375562911,25,searchUser,OK
1354375562943,20,viewCart,OK
1354375562952,22,signInUser,OK
1354375562980,30,listCategories,OK
1354375563016,18,listMovieByCategory,OK
1354375563043,12,viewCart,OK
1354375554165,9266,searchMovie,OK
1354375563441,62,searchUser,OK
1354375563513,29,signInUser,OK
1354375563547,21,listCategories,OK
1354375563573,93,listMovieByCategory,OK
1354375563675,27,viewCart,OK
1354375558122,5785,searchMovie,OK
1354375563917,35,searchUser,OK
1354375563964,23,signInUser,OK
1354375563992,126,listCategories,OK
1354375564123,35,listMovieByCategory,OK
1354375564167,106,viewCart,OK
1354375558276,6047,searchMovie,OK
1354375564332,84,searchUser,OK
1354375564425,11,signInUser,OK
1354375564443,46,listCategories,OK
1354375564496,48,listMovieByCategory,OK
1354375564553,49,viewCart,OK
1354375556436,9018,searchMovie,OK
1354375565463,57,searchUser,OK
1354375565530,52,signInUser,OK
1354375565590,10,listCategories,OK
1354375565606,28,listMovieByCategory,OK
1354375565642,72,viewCart,OK
1354375562968,4250,searchMovie,OK
1354375567226,123,searchUser,OK
1354375567359,12,signInUser,OK
1354375567377,29,listCategories,OK
1354375567411,69,listMovieByCategory,OK
1354375567488,44,viewCart,OK
1354375561913,6345,searchMovie,OK
1354375568266,52,searchUser,OK
1354375568330,20,signInUser,OK
1354375568356,43,listCategories,OK
1354375568407,68,listMovieByCategory,OK
1354375568486,21,viewCart,OK
1354375562811,5762,searchMovie,OK
1354375568581,25,searchUser,OK
1354375568616,40,signInUser,OK
1354375561610,7074,searchMovie,OK
1354375568661,34,listCategories,OK
1354375568701,21,listMovieByCategory,OK
1354375568693,53,searchUser,OK
1354375568731,34,viewCart,OK
1354375568757,18,signInUser,OK
1354375568780,32,listCategories,OK
1354375568817,46,listMovieByCategory,OK
1354375568874,23,viewCart,OK
1354375564278,5425,searchMovie,OK
1354375569711,25,searchUser,OK
1354375569746,28,signInUser,OK
1354375560209,9570,searchMovie,OK
1354375569781,15,listCategories,OK
1354375569789,32,searchUser,OK
1354375569802,22,listMovieByCategory,OK
1354375569853,42,viewCart,OK
1354375569853,79,signInUser,OK
1354375569937,49,listCategories,OK
1354375569999,63,listMovieByCategory,OK
1354375570074,62,viewCart,OK
1354375563061,7458,searchMovie,OK
1354375570528,138,searchUser,OK
1354375570676,24,signInUser,OK
1354375570705,26,listCategories,OK
1354375570736,99,listMovieByCategory,OK
1354375570844,22,viewCart,OK
1354375563708,8011,searchMovie,OK
1354375571728,73,searchUser,OK
1354375571810,12,signInUser,OK
1354375571827,33,listCategories,OK
1354375571865,84,listMovieByCategory,OK
1354375571957,41,viewCart,OK
1354375567537,4743,searchMovie,OK
1354375572288,220,searchUser,OK
1354375572518,36,signInUser,OK
1354375564608,8637,searchMovie,OK
1354375573253,43,searchUser,OK
1354375573306,14,signInUser,OK
1354375573333,25,listCategories,OK
1354375568771,4636,searchMovie,OK
1354375573363,53,listMovieByCategory,OK
1354375573425,12,viewCart,OK
1354375573412,39,searchUser,OK
1354375568902,4556,searchMovie,OK
1354375573471,75,signInUser,OK
1354375573478,66,searchUser,OK
1354375573557,12,listCategories,OK
1354375573556,26,signInUser,OK
1354375573575,19,listMovieByCategory,OK
1354375573602,18,viewCart,OK
1354375568512,5519,searchMovie,OK
1354375574038,26,searchUser,OK
1354375574074,33,signInUser,OK
1354375574112,16,listCategories,OK
1354375574134,30,listMovieByCategory,OK
1354375574173,28,viewCart,OK
1354375565719,9342,searchMovie,OK
1354375575072,114,searchUser,OK
1354375570141,5161,searchMovie,OK
1354375575196,123,signInUser,OK
1354375575324,21,listCategories,OK
1354375575310,30,searchUser,OK
1354375575352,20,listMovieByCategory,OK
1354375575354,29,signInUser,OK
1354375575381,15,viewCart,OK
1354375569901,7269,searchMovie,OK
1354375577179,48,searchUser,OK
1354375577237,38,signInUser,OK
1354375573442,4444,searchMovie,OK
1354375572007,5991,searchMovie,OK
1354375577897,126,searchUser,OK
1354375578033,16,signInUser,OK
1354375578006,53,searchUser,OK
1354375578055,20,listCategories,OK
1354375570871,7210,searchMovie,OK
1354375578069,22,signInUser,OK
1354375578081,24,listMovieByCategory,OK
1354375578097,20,listCategories,OK
1354375578114,12,viewCart,OK
1354375578089,53,searchUser,OK
1354375578123,26,listMovieByCategory,OK
1354375574206,3956,searchMovie,OK
1354375578155,20,signInUser,OK
1354375578162,24,viewCart,OK
1354375578181,15,listCategories,OK
1354375578201,26,listMovieByCategory,OK
1354375578171,71,searchUser,OK
1354375578236,25,viewCart,OK
1354375578254,18,signInUser,OK
1354375578278,12,listCategories,OK
1354375578295,67,listMovieByCategory,OK
1354375578371,39,viewCart,OK
1354375573626,4947,searchMovie,OK
1354375578580,39,searchUser,OK
1354375578631,13,signInUser,OK
1354375578649,11,listCategories,OK
1354375578665,19,listMovieByCategory,OK
1354375578693,83,viewCart,OK
1354375575404,3433,searchMovie,OK
1354375578845,47,searchUser,OK
1354375578901,11,signInUser,OK
1354375578917,40,listCategories,OK
1354375578962,19,listMovieByCategory,OK
1354375578989,24,viewCart,OK
1354375578191,3776,searchMovie,OK
1354375581976,25,searchUser,OK
1354375582011,19,signInUser,OK
1354375578781,3401,searchMovie,OK
1354375579019,3200,searchMovie,OK
1354375582191,28,searchUser,OK
1354375582231,22,signInUser,OK
1354375582227,38,searchUser,OK
1354375582275,12,signInUser,OK
1354375582292,12,listCategories,OK
1354375582310,18,listMovieByCategory,OK
1354375582337,11,viewCart,OK
1354375578132,4256,searchMovie,OK
1354375578416,3999,searchMovie,OK
1354375582400,33,searchUser,OK
1354375582443,12,signInUser,OK
1354375582426,32,searchUser,OK
1354375582460,14,listCategories,OK
1354375582468,14,signInUser,OK
1354375582480,21,listMovieByCategory,OK
1354375578267,4240,searchMovie,OK
1354375582510,13,viewCart,OK
1354375582516,29,searchUser,OK
1354375582555,13,signInUser,OK
1354375582574,82,listCategories,OK
1354375582662,18,listMovieByCategory,OK
1354375582689,15,viewCart,OK
1354375582354,2208,searchMovie,OK
1354375584570,23,searchUser,OK
1354375584598,10,signInUser,OK
1354375582529,2138,searchMovie,OK
1354375584672,21,searchUser,OK
1354375584699,9,signInUser,OK
1354375582709,2043,searchMovie,OK
1354375584757,16,searchUser,OK
1354375584781,11,signInUser,OK
1354375584796,9,listCategories,OK
1354375584810,14,listMovieByCategory,OK
1354375584831,9,viewCart,OK
1354375584847,1328,searchMovie,OK
1354375586181,15,searchUser,OK
1354375586202,9,signInUser,OK
1354375747515,382,listCategories,OK
1354375747816,80,listCategories,OK
1354375747315,582,listCategories,OK
1354375747112,786,listCategories,OK
1354375747417,481,listCategories,OK
1354375747617,279,listCategories,OK
1354375747717,179,listCategories,OK
1354375747214,682,listCategories,OK
1354375747917,9,listCategories,OK
1354375747908,47,listMovieByCategory,OK
1354375747906,50,listMovieByCategory,OK
1354375747907,51,listMovieByCategory,OK
1354375747906,56,listMovieByCategory,OK
1354375747904,61,listMovieByCategory,OK
1354375747906,63,listMovieByCategory,OK
1354375747904,75,listMovieByCategory,OK
1354375747972,22,viewCart,OK
1354375747970,28,viewCart,OK
1354375747963,42,viewCart,OK
1354375747974,22,viewCart,OK
1354375747964,46,viewCart,OK
1354375747908,110,listMovieByCategory,OK
1354375747975,72,viewCart,OK
1354375748031,49,listCategories,OK
1354375748052,28,viewCart,OK
1354375747931,200,listMovieByCategory,OK
1354375747984,156,viewCart,OK
1354375748024,2895,searchMovie,OK
1354375748000,3162,searchMovie,OK
1354375748006,3212,searchMovie,OK
1354375748012,3343,searchMovie,OK
1354375748026,3360,searchMovie,OK
1354375815443,691,listCategories,OK
1354375816042,92,listCategories,OK
1354375815340,804,listCategories,OK
1354375815945,201,listCategories,OK
1354375815844,302,listCategories,OK
1354375815642,505,listCategories,OK
1354375815543,605,listCategories,OK
1354375815742,405,listCategories,OK
1354375816142,9,listCategories,OK
1354375833656,22,listCategories,OK
1354375833682,65,listMovieByCategory,OK
1354375833759,4,listCategories,OK
1354375833752,12,viewCart,OK
1354375833768,52,listMovieByCategory,OK
1354375833827,7,viewCart,OK
1354375833873,5,listCategories,OK
1354375833881,46,listMovieByCategory,OK
1354375833935,9,viewCart,OK
1354375833973,5,listCategories,OK
1354375833983,53,listMovieByCategory,OK
1354375834043,8,viewCart,OK
1354375834071,4,listCategories,OK
1354375834081,66,listMovieByCategory,OK
1354375834177,4,listCategories,OK
1354375834159,23,viewCart,OK
1354375834186,88,listMovieByCategory,OK
1354375834274,9,listCategories,OK
1354375834282,40,viewCart,OK
1354375834373,5,listCategories,OK
1354375834322,78,listMovieByCategory,OK
1354375834389,164,listMovieByCategory,OK
1354375834477,80,listCategories,OK
1354375834557,9,viewCart,OK
1354375834409,158,viewCart,OK
1354375834574,5,listCategories,OK
1354375834562,20,listMovieByCategory,OK
1354375834586,103,listMovieByCategory,OK
1354375834697,13,viewCart,OK
1354375834591,328,viewCart,OK
1354375834582,2897,searchMovie,OK
1354375837488,135,searchUser,OK
1354375837634,20,signInUser,OK
1354375837660,14,listCategories,OK
1354375837680,49,listMovieByCategory,OK
1354375837738,20,viewCart,OK
1354375833948,5315,searchMovie,OK
1354375833838,5555,searchMovie,OK
1354375839407,60,searchUser,OK
1354375839271,201,searchUser,OK
1354375839476,7,signInUser,OK
1354375839484,7,signInUser,OK
1354375839488,8,listCategories,OK
1354375839500,5,listCategories,OK
1354375839510,30,listMovieByCategory,OK
1354375839548,17,viewCart,OK
1354375839509,61,listMovieByCategory,OK
1354375839578,32,viewCart,OK
1354375834056,5566,searchMovie,OK
1354375839628,63,searchUser,OK
1354375839701,25,signInUser,OK
1354375839731,5,listCategories,OK
1354375839741,23,listMovieByCategory,OK
1354375839781,15,viewCart,OK
1354375834925,5133,searchMovie,OK
1354375840067,45,searchUser,OK
1354375840125,6,signInUser,OK
1354375840136,15,listCategories,OK
1354375840157,38,listMovieByCategory,OK
1354375840204,15,viewCart,OK
1354375837772,4004,searchMovie,OK
1354375841784,28,searchUser,OK
1354375841821,16,signInUser,OK
1354375841843,15,listCategories,OK
1354375841863,34,listMovieByCategory,OK
1354375841905,16,viewCart,OK
1354375833771,8363,searchMovie,OK
1354375842143,38,searchUser,OK
1354375842194,5,signInUser,OK
1354375842205,5,listCategories,OK
1354375842215,30,listMovieByCategory,OK
1354375842254,27,viewCart,OK
1354375834327,7989,searchMovie,OK
1354375842324,34,searchUser,OK
1354375842368,30,signInUser,OK
1354375842403,15,listCategories,OK
